Name,Popularity,Faith,Hope,Love,Loving (ignore),Valence,pop_binary
Save A Place For Me,35,0,0,0,0,0.346,1
If I Ever Needed Grace,35,0,0,0,0,0.0941,1
Never Stopped Loving,35,0,0,1,1,0.21,1
He is Worthy - Live,35,0,0,0,0,0.0735,1
Glorious - Live,35,0,0,0,0,0.129,1
"Come, O Sinner - Live",35,0,0,0,0,0.249,1
He Will Hold Me Fast - Live,35,0,0,0,0,0.221,1
Let Your Kingdom Come,35,0,0,0,0,0.104,1
I Will Glory in My Redeemer,35,0,0,0,0,0.134,1
Mi Vida Es Cristo,35,0,0,0,0,0.514,1
While We Sing,35,0,0,0,0,0.157,1
Follow You - with special guest Brandon Heath,35,0,0,0,0,0.476,1
Sound of Melodies,35,0,0,0,0,0.194,1
Greatness of Your Glory (Live),35,0,0,0,0,0.64,1
Walk in the Promise,35,0,0,0,0,0.308,1
I Will Sing,35,0,0,0,0,0.35,1
Find You On My Knees,35,0,0,0,0,0.552,1
Beautiful,35,0,0,0,0,0.357,1
Hidden Places,35,0,0,0,0,0.364,1
New Jerusalem (feat. Jon Guerra),35,0,0,0,0,0.0665,1
All Hail the King,35,0,0,0,0,0.199,1
Shelter (feat. one sonic society),35,0,0,0,0,0.0809,1
1000 Tongues - Live,35,0,0,0,0,0.284,1
Wish,34,0,0,0,0,0.574,1
Runners,34,0,0,0,0,0.693,1
Breath Away,34,0,0,0,0,0.176,1
Wild River,34,0,0,0,0,0.14,1
Your Love Awakens Me - Acoustic,34,0,0,1,0,0.172,1
Carry My Soul,34,0,0,0,0,0.408,1
Even Before,34,0,0,0,0,0.191,1
Call Me Your Own,34,0,0,0,0,0.152,1
Close to Me - Acoustic,34,0,0,0,0,0.0825,1
All Things New,34,0,0,0,0,0.525,1
Without Your Love (Live),34,0,0,1,0,0.213,1
20:00 Night to Night,34,0,0,0,0,0.262,1
21:00 the City Shines,34,0,0,0,0,0.27,1
00:00 Midnight,34,0,0,0,0,0.797,1
02:00 Rain on the Hillside,34,0,0,0,0,0.698,1
Who You Say I Am - Instrumental Version,34,0,0,0,0,0.872,1
So Will I (100 Billion X) - Instrumental Version,34,0,0,0,0,0.148,1
Who You Say I Am - Instrumental,34,0,0,0,0,0.117,1
Heart Like Heaven - Live,34,0,0,0,0,0.193,1
Thy Will Be Done,34,0,0,0,0,0.275,1
The Banner,34,0,0,0,0,0.494,1
Don't Be Afraid,34,0,0,0,0,0.16,1
"Take, Eat",34,0,0,0,0,0.244,1
Leviathan,34,0,0,0,0,0.147,1
Always Be,34,0,0,0,0,0.203,1
Lake Yarina,34,0,0,0,0,0.304,1
Break Bread,34,0,0,0,0,0.252,1
Bury The Workmen,34,0,0,0,0,0.368,1
Hold On,34,0,0,0,0,0.374,1
Back To You,34,0,0,0,0,0.0949,1
Won't You Be My Love,34,0,0,1,0,0.441,1
Alabaster Heart,34,0,0,0,0,0.337,1
Yes and Amen,34,0,0,0,0,0.345,1
Christ Is Mine Forevermore,34,0,0,0,0,0.635,1
Chain Breaker,34,0,0,0,0,0.0692,1
Cornerstone,34,0,0,0,0,0.042,1
Shout to the Lord,34,0,0,0,0,0.105,1
Faithful to the End,34,1,0,0,0,0.0654,1
The Ninety Nine (Live),34,0,0,0,0,0.13,1
Beautiful Things - Bonus Track,34,0,0,0,0,0.146,1
Empty My Hands,34,0,0,0,0,0.291,1
I Have Decided,34,0,0,0,0,0.0682,1
Hallelujah for the Cross,34,0,0,0,0,0.264,1
That Home,34,0,0,0,0,0.349,1
Way Beyond Myself - Born Again Album Version,34,0,0,0,0,0.191,1
Here We Stand,34,0,0,0,0,0.576,1
Savior Of The World,34,0,0,0,0,0.173,1
I Am Second,34,0,0,0,0,0.597,1
Take Emptiness Away (Live),34,0,0,0,0,0.23,1
One and Only (Live),34,0,0,0,0,0.223,1
Not My Own (Live),34,0,0,0,0,0.168,1
In Your Love,34,0,0,1,0,0.574,1
From the Start (Live) [feat. Andrea Marie],34,0,0,0,0,0.622,1
Beginning (Live),34,0,0,0,0,0.264,1
Genesis,34,0,0,0,0,0.16,1
Fill Me Up (feat. Will Reagan),34,0,0,0,0,0.494,1
In You I Live,34,0,0,0,0,0.284,1
Filled With Your Glory,34,0,0,0,0,0.27,1
Only You Satisfy,34,0,0,0,0,0.199,1
Never Run Dry,34,0,0,0,0,0.117,1
For All You Are,34,0,0,0,0,0.193,1
Love You With the Truth,34,0,0,1,0,0.275,1
Praise You In This Storm - acoustic,34,0,0,0,0,0.494,1
I Heard The Bells On Christmas Day,34,0,0,0,0,0.817,1
Playing With Fire (feat. Propaganda),34,0,0,0,0,0.778,1
Glorious,34,0,0,0,0,0.702,1
I Know,34,0,0,0,0,0.224,1
Fix My Eyes,34,0,0,0,0,0.528,1
Firm Foundation,34,0,0,0,0,0.192,1
Turn On The Light,34,0,0,0,0,0.87,1
Crazy Love,34,0,0,1,0,0.0692,1
The Joy of the Lord,34,0,0,0,0,0.042,1
You Speak,34,0,0,0,0,0.105,1
Alabaster Heart,34,0,0,0,0,0.0654,1
Yes and Amen,34,0,0,0,0,0.13,1
Christ Is Mine Forevermore,34,0,0,0,0,0.146,1
Chain Breaker,34,0,0,0,0,0.291,1
Rise Up And Shine,34,0,0,0,0,0.0682,1
Not Afraid,34,0,0,0,0,0.153,1
God Of Science (Our Great God),34,0,0,0,0,0.219,1
Counting Every Blessing - Live Acoustic Session,34,0,0,0,0,0.0912,1
Immeasurably More,34,0,0,0,0,0.0616,1
Finally Free,34,0,0,0,0,0.173,1
Kumbaya,34,0,0,0,0,0.156,1
Take Emptiness Away (Live),34,0,0,0,0,0.317,1
One and Only (Live),34,0,0,0,0,0.151,1
Not My Own (Live),34,0,0,0,0,0.206,1
In Your Love,34,0,0,1,0,0.111,1
From the Start (Live) [feat. Andrea Marie],34,0,0,0,0,0.167,1
Beginning (Live),34,0,0,0,0,0.124,1
Genesis,34,0,0,0,0,0.228,1
Fill Me Up (feat. Will Reagan),34,0,0,0,0,0.668,1
Viene El Cielo (Here Comes Heaven),34,0,0,0,0,0.125,1
Poderoso Dios (Mighty God) (feat. Evan Craft),34,0,0,0,0,0.496,1
Poder (Power),34,0,0,0,0,0.111,1
Fiel (Faithful),34,1,0,0,0,0.428,1
For the Lamb,34,0,0,0,0,0.452,1
Gone Are the Days,34,0,0,0,0,0.161,1
Take This Slowly,34,0,0,0,0,0.394,1
Fire Fall - Live,34,0,0,0,0,0.387,1
Above All Names - Live In Asia,34,0,0,0,0,0.157,1
Draw Close Again - Live,34,0,0,0,0,0.118,1
Not Alone - Live In Asia,34,0,0,0,0,0.0719,1
Quiero Verte,34,0,0,0,0,0.251,1
S_ Qui_n Eres TÒ,34,0,0,0,0,0.288,1
Endless Praise,34,0,0,0,0,0.0694,1
Unto God - Live,34,0,0,0,0,0.387,1
Praise You Lord - Live,34,0,0,0,0,0.317,1
Set Me Ablaze - Live,34,0,0,0,0,0.174,1
What Home Feels Like,34,0,0,0,0,0.196,1
Live On Forever,34,0,0,0,0,0.559,1
Life Is Beautiful,34,0,0,0,0,0.0391,1
Beautiful Love,34,0,0,1,0,0.0361,1
Stay And Wait - Live/Acoustic Version,34,0,0,0,0,0.464,1
Rhythms Of Grace,34,0,0,0,0,0.123,1
Sovereign,34,0,0,0,0,0.0705,1
"Hallelujah, Our God Reigns - Live",34,0,0,0,0,0.141,1
This We Know - Live,34,0,0,0,0,0.0638,1
Don't Ever Stop - Live,34,0,0,0,0,0.212,1
The Stand - Live,34,0,0,0,0,0.134,1
Days Gone By - Reimagined,34,0,0,0,0,0.291,1
Let Go - Reimagined,34,0,0,0,0,0.128,1
Let Go - Acoustic,34,0,0,0,0,0.0953,1
Days Gone By - Acoustic,34,0,0,0,0,0.15,1
Just Jesus - Live,34,0,0,0,0,0.195,1
SELAH III (Fruits Of The Spirit),34,0,0,0,0,0.166,1
SELAH II,34,0,0,0,0,0.12,1
Real Love - Acoustic,34,0,0,1,0,0.202,1
Never Alone - Live,34,0,0,0,0,0.0687,1
Close (Live),34,0,0,0,0,0.0647,1
You Will Be My Song - Live,34,0,0,0,0,0.168,1
Underneath My Feet - Live,34,0,0,0,0,0.0743,1
With All of Heaven - Live,34,0,0,0,0,0.116,1
"Right Here, Right Now (Live)",34,0,0,0,0,0.0616,1
Love Changes Everything,34,0,0,1,0,0.164,1
Faithful God,34,1,0,0,0,0.129,1
Heaven Meets Earth,34,0,0,0,0,0.615,1
You Are Love & Love Alone,34,0,0,1,0,0.305,1
Oh How I Need You - Live,34,0,0,0,0,0.139,1
Called Me Higher - Live,34,0,0,0,0,0.366,1
Reason to Sing,34,0,0,0,0,0.239,1
Run To The Father - Radio Version,34,0,0,0,0,0.573,1
The Cross Has The Final Word - Live,34,0,0,0,0,0.161,1
You Always Restore ( The Winter Is Over ),34,0,0,0,0,0.33,1
How Wonderful,34,0,0,0,0,0.328,1
Reckless Love,34,0,0,1,0,0.41,1
You Satisfy (Live) [feat. Elyssa Smith],34,0,0,0,0,0.654,1
Praise You Forever (Live) [feat. Joel Figueroa],34,0,0,0,0,0.271,1
Good Good Father - Radio Version,34,0,0,0,0,0.594,1
He Lives,34,0,0,0,0,0.426,1
Your Grace Is Enough,34,0,0,0,0,0.109,1
Thank You God For Saving Me,34,0,0,0,0,0.215,1
Unashamed - Beauty In The Broken Album Version,34,0,0,0,0,0.211,1
I See God In You,34,0,0,0,0,0.341,1
Fall Apart,34,0,0,0,0,0.691,1
Rejoice (Live),34,0,0,0,0,0.321,1
"Jesus, Your Mercy - Live",34,0,0,0,0,0.176,1
A Christian's Daily Prayer - Live,34,0,0,0,0,0.0948,1
All Glory Be to Christ - Live,34,0,0,0,0,0.142,1
Todo lo que respira,34,0,0,0,0,0.111,1
A Ti la gloria,34,0,0,0,0,0.351,1
ól vive hoy (Glorioso el dêa),34,0,0,0,0,0.291,1
Nada en la tierra,34,0,0,0,0,0.183,1
"Venid, Glorificad a Dios",34,0,0,0,0,0.0776,1
Yahweh,34,0,0,0,0,0.145,1
Show Us Christ,34,0,0,0,0,0.245,1
Invisible,34,0,0,0,0,0.265,1
No Pressure,34,0,0,0,0,0.173,1
More Than I Could Be,34,0,0,0,0,0.175,1
Tell Somebody,34,0,0,0,0,0.224,1
We Step into Freedom (Live) [Spontaneous],34,0,0,0,0,0.0738,1
I Can Feel You,34,0,0,0,0,0.115,1
You Make Me Happy (Spontaneous),34,0,0,0,0,0.794,1
Be Lifted High,34,0,0,0,0,0.285,1
Why Wonder,34,0,0,0,0,0.443,1
Genesis,34,0,0,0,0,0.309,1
On The Throne,34,0,0,0,0,0.203,1
Only Your Love - Live,34,0,0,1,0,0.211,1
Here,34,0,0,0,0,0.271,1
I'm Singing,34,0,0,0,0,0.176,1
Sweep Me Away,34,0,0,0,0,0.296,1
After Your Heart,34,0,0,0,0,0.282,1
So Much Grace,34,0,0,0,0,0.133,1
First Love,34,0,0,1,0,0.291,1
Catch the Wind,34,0,0,0,0,0.364,1
Endless Ocean,34,0,0,0,0,0.407,1
Cruising,34,0,0,0,0,0.257,1
Anomaly,34,0,0,0,0,0.332,1
Jesus Muzik,34,0,0,0,0,0.279,1
Tethered - Live,33,0,0,0,0,0.543,1
Boundless,33,0,0,0,0,0.329,1
Eyes Fixed,33,0,0,0,0,0.23,1
When My Heart Is Torn Asunder,33,0,0,0,0,0.725,1
Glory,33,0,0,0,0,0.545,1
Good,33,0,0,0,0,0.166,1
I Don't Live for Myself,33,0,0,0,0,0.28,1
Speak to Us - Live,33,0,0,0,0,0.0526,1
The One - Live,33,0,0,0,0,0.192,1
King of All - Live,33,0,0,0,0,0.22,1
Perform,33,0,0,0,0,0.184,1
Fell in Love (feat. Dante Bowe) [Live],33,0,0,1,0,0.556,1
Love Will Always Win (Studio Version),33,0,0,1,0,0.187,1
You Keep Me,33,0,0,0,0,0.154,1
"Magnificent, Marvelous, Matchless Love",33,0,0,1,0,0.256,1
Blessings - Live,33,0,0,0,0,0.228,1
Jesus Shall Reign - Live,33,0,0,0,0,0.76,1
For The Cause,33,0,0,0,0,0.0574,1
"Christ Is Risen, He Is Risen Indeed - Live",33,0,0,0,0,0.217,1
The Perfect Wisdom Of Our God,33,0,0,0,0,0.64,1
Across The Lands,33,0,0,0,0,0.32,1
01:00 Knowledge,33,0,0,0,0,0.129,1
03:00 Mysteries,33,0,0,0,0,0.403,1
04:00 Wonders,33,0,0,0,0,0.397,1
05:00 Rotations,33,0,0,0,0,0.881,1
Superhero - Live,33,0,0,0,0,0.687,1
That Old Church Piano,33,0,0,0,0,0.256,1
Here With You - Live,33,0,0,0,0,0.259,1
Faithfulness - Live,33,1,0,0,0,0.447,1
Heaven And Earth - Live,33,0,0,0,0,0.265,1
Movin Along,33,0,0,0,0,0.13,1
Slip Away,33,0,0,0,0,0.436,1
Rise,33,0,0,0,0,0.35,1
Words Remain,33,0,0,0,0,0.198,1
Fire by Night,33,0,0,0,0,0.138,1
Good Friday,33,0,0,0,0,0.322,1
Train Song,33,0,0,0,0,0.368,1
Let It Be Love,33,0,0,1,0,0.378,1
Already Won,33,0,0,0,0,0.458,1
Can't Even Love Myself,33,0,0,1,0,0.199,1
Wasted Time,33,0,0,0,0,0.7,1
Bring the Rain,33,0,0,0,0,0.465,1
Don't Give Up On Me,33,0,0,0,0,0.537,1
Grace Tells Another Story,33,0,0,0,0,0.172,1
Heart of God,33,0,0,0,0,0.131,1
The Way (New Horizon),33,0,0,0,0,0.587,1
Holy Spirit,33,0,0,0,0,0.252,1
God of Wonders,33,0,0,0,0,0.36,1
You Are My King (Amazing Love),33,0,0,1,0,0.153,1
He Is Exalted,33,0,0,0,0,0.125,1
I Stand Amazed (How Marvelous),33,0,0,0,0,0.194,1
3/26/94,33,0,0,0,0,0.405,1
Where I Belong - Intro,33,0,0,0,0,0.457,1
Talk,33,0,0,0,0,0.147,1
California Lovers,33,0,0,1,0,0.416,1
Heaven Is Now,33,0,0,0,0,0.305,1
Paranoia,33,0,0,0,0,0.52,1
I Confess,33,0,0,0,0,0.221,1
Don't Stop the Madness,33,0,0,0,0,0.343,1
Let It Go,33,0,0,0,0,0.64,1
You Hold It All (Every Mountain),33,0,0,0,0,0.108,1
No Longer Slaves,33,0,0,0,0,0.535,1
Lead Me To The Cross,33,0,0,0,0,0.151,1
If I Give It All (Live),33,0,0,0,0,0.296,1
Pastures,33,0,0,0,0,0.219,1
Unto Your Name,33,0,0,0,0,0.196,1
Never Been so Free,33,0,0,0,0,0.472,1
When the God-man Passes By,33,0,0,0,0,0.176,1
Make Me a River,33,0,0,0,0,0.13,1
"Jesus, Friend of Sinners - Live",33,0,0,0,0,0.436,1
I Surrender All (All To Jesus),33,0,0,0,0,0.35,1
This Is Now,33,0,0,0,0,0.198,1
House of Their Dreams,33,0,0,0,0,0.138,1
Flat on the Inside (A Word),33,0,0,0,0,0.143,1
Zion,33,0,0,0,0,0.36,1
Light After Darkness,33,0,0,0,0,0.076,1
O The Blood,33,0,0,0,0,0.377,1
The Old Rugged Cross,33,0,0,0,0,0.124,1
Part The Waters / I Need Thee Every Hour,33,0,0,0,0,0.0845,1
Good Good Father - Live,33,0,0,0,0,0.125,1
Everything You Ever Wanted,33,0,0,0,0,0.34,1
"Lead, Kindly Light",33,0,0,0,0,0.0547,1
Heart of God,33,0,0,0,0,0.103,1
The Way (New Horizon),33,0,0,0,0,0.0957,1
Holy Spirit,33,0,0,0,0,0.0949,1
God of Wonders,33,0,0,0,0,0.183,1
You Are My King (Amazing Love),33,0,0,1,0,0.337,1
Forever Reign - Radio Edit,33,0,0,0,0,0.0943,1
Need To Know You,33,0,0,0,0,0.639,1
Weep With Me - Reprise,33,0,0,0,0,0.181,1
Faithful,33,1,0,0,0,0.378,1
Exalt,33,0,0,0,0,0.248,1
Love Divine,33,0,0,1,0,0.564,1
If I Give It All (Live),33,0,0,0,0,0.424,1
By The Blood - Live,33,0,0,0,0,0.143,1
Isn't He (This Jesus) - Live,33,0,0,0,0,0.0391,1
Face To Face - Live,33,0,0,0,0,0.187,1
No One Like You (Spontaneous) - Live,33,0,0,0,0,0.303,1
Stay Here - Live,33,0,0,0,0,0.116,1
All The Earth - Live,33,0,0,0,0,0.21,1
Already Won,33,0,0,0,0,0.145,1
All Things New,33,0,0,0,0,0.154,1
Diamonds and Gold,33,0,0,0,0,0.241,1
All On The Altar - Live In Kuala Lumpur,33,0,0,0,0,0.287,1
Con Solo Un Toque,33,0,0,0,0,0.289,1
Just One Touch,33,0,0,0,0,0.079,1
Limitless - Live,33,0,0,0,0,0.165,1
In My Eyes,33,0,0,0,0,0.204,1
Ocean Wide,33,0,0,0,0,0.542,1
Mercy Mercy - Live/Acoustic Version,33,0,0,0,0,0.381,1
Love Is War - Live/Acoustic Version,33,0,0,1,0,0.0876,1
From The Inside Out - Live,33,0,0,0,0,0.326,1
All I Need Is You,33,0,0,0,0,0.391,1
Freedom Is Here / Shout Unto God,33,0,0,0,0,0.129,1
Oh You Bring,33,0,0,0,0,0.126,1
Search My Heart,33,0,0,0,0,0.0765,1
Worthy,33,0,0,0,0,0.131,1
Diez Mil Razones,33,0,0,0,0,0.151,1
Your Cross Changes Everything - Live,33,0,0,0,0,0.696,1
Rule - Live,33,0,0,0,0,0.155,1
Salvationês Tide,33,0,0,0,0,0.0889,1
Your Grace Amazes Me,33,0,0,0,0,0.518,1
The Heart Of Worship - Live,33,0,0,0,0,0.0913,1
Shout Hosanna - Live,33,0,0,0,0,0.451,1
Come As You Are - Live,33,0,0,0,0,0.0922,1
Shadows - Live,33,0,0,0,0,0.141,1
Like A Lion - Live,33,0,0,0,0,0.246,1
P E A C E - Lark Remix,33,0,0,0,0,0.233,1
First Love - Acoustic,33,0,0,1,0,0.121,1
SELAH III (Fruits of the Spirit) - Live,33,0,0,0,0,0.555,1
How Deep Is The Love - Live,33,0,0,1,0,0.369,1
Where You Are - Acoustic,33,0,0,0,0,0.0775,1
In Sync (Live),33,0,0,0,0,0.1,1
Embers (Live),33,0,0,0,0,0.101,1
Close - Live,33,0,0,0,0,0.304,1
Back To Life - Live,33,0,0,0,0,0.326,1
God of Grace - Live,33,0,0,0,0,0.501,1
Open Hands,33,0,0,0,0,0.341,1
I Can Just Be Me,33,0,0,0,0,0.294,1
Till I Met You,33,0,0,0,0,0.332,1
You Will Remain,33,0,0,0,0,0.287,1
Wake Up - Live,33,0,0,0,0,0.223,1
All the Poor and Powerless - Live,33,0,0,0,0,0.59,1
Til The End Of Time,33,0,0,0,0,0.184,1
Hold It All,33,0,0,0,0,0.429,1
TÒ y Solo TÒ,33,0,0,0,0,0.337,1
The One We Love + You Are Holy,33,0,0,1,0,0.449,1
On the Shores,33,0,0,0,0,0.0725,1
Kyrie Eleison,33,0,0,0,0,0.166,1
Waterfall,33,0,0,0,0,0.518,1
Made To Worship,33,0,0,0,0,0.0757,1
Joy To The World (Unspeakable Joy),33,0,0,0,0,0.324,1
Reign In Us,33,0,0,0,0,0.513,1
Great Are You Lord (Live),33,0,0,0,0,0.473,1
You Do Mighty Things,33,0,0,0,0,0.184,1
Too Young Too Soon,33,0,0,0,0,0.432,1
Never Ever Give Up,33,0,0,0,0,0.202,1
It Is Well,33,0,0,0,0,0.124,1
I Will Follow (You Are With Me),33,0,0,0,0,0.242,1
Christ Exalted is Our Song - Live,33,0,0,0,0,0.203,1
Christ Our Glory - Live,33,0,0,0,0,0.723,1
See How He Loves Us - Live,33,0,0,1,0,0.374,1
When We See Your Face - Live,33,0,0,0,0,0.0971,1
Sooner Count the Stars,33,0,0,0,0,0.0915,1
Ten piedad de mê,33,0,0,0,0,0.141,1
Gracia y paz,33,0,0,0,0,0.125,1
"Glorioso eres, JesÒs",33,0,0,0,0,0.033,1
Envêame,33,0,0,0,0,0.0499,1
La Gloria de la Cruz,33,0,0,0,0,0.0902,1
Castillo Fuerte,33,0,0,0,0,0.341,1
Ante el Trono Celestial,33,0,0,0,0,0.289,1
Muestra a Cristo,33,0,0,0,0,0.0668,1
Grace and Peace,33,0,0,0,0,0.157,1
Brighter Days,33,0,0,0,0,0.162,1
Finish Strong,33,0,0,0,0,0.267,1
Chasing (feat. Jordin Sparks),33,0,0,0,0,0.318,1
Heaven's Song,33,0,0,0,0,0.702,1
I Really Love You (Spontaneous),33,0,0,1,0,0.236,1
Caving In,33,0,0,0,0,0.384,1
If I Give It All (Live),33,0,0,0,0,0.223,1
I Am Not Alone - Revisited,33,0,0,0,0,0.236,1
Always Enough - Live,33,0,0,0,0,0.349,1
How Majestic - Live,33,0,0,0,0,0.344,1
Que Bello Amor,33,0,0,0,0,0.151,1
No Sweeter Name,33,0,0,0,0,0.624,1
Always Have - Live,33,0,0,0,0,0.0904,1
All the Earth,33,0,0,0,0,0.116,1
Restore My Soul,33,0,0,0,0,0.537,1
Open Up the Heavens (feat. Andi Rozier and Meredith Andrews) [Live],33,0,0,0,0,0.425,1
No Longer Slaves (Radio Remix) [Bonus Track],33,0,0,0,0,0.213,1
Gangland,33,0,0,0,0,0.258,1
Anthem // Great Are You Lord - Live,33,0,0,0,0,0.456,1
Revive Us Again,33,0,0,0,0,0.201,1
My All In All - Acoustic,32,0,0,0,0,0.219,1
Spirit of God - Acoustic,32,0,0,0,0,0.364,1
Stand In Awe - Acoustic,32,0,0,0,0,0.242,1
Messiah / You're Beautiful,32,0,0,0,0,0.13,1
Rise,32,0,0,0,0,0.82,1
More Than Ever,32,0,0,0,0,0.703,1
I Believe,32,0,0,0,0,0.535,1
No Ways Tired,32,0,0,0,0,0.73,1
No One Else,32,0,0,0,0,0.369,1
Do It Again/Blessed Medley (Live),32,0,0,0,0,0.0712,1
Have Your Way (Great Jehovah) [Live],32,0,0,0,0,0.35,1
Taste & See (Live),32,0,0,0,0,0.58,1
Here For You,32,0,0,0,0,0.352,1
Who You Were,32,0,0,0,0,0.206,1
"10,000 Reasons (Bless The Lord) - Live",32,0,0,0,0,0.722,1
All I Have Is Christ - Live,32,0,0,0,0,0.177,1
The Power Of The Cross/When I Survey The Wondrous Cross - Live,32,0,0,0,0,0.585,1
What Grace Is Mine,32,0,0,0,0,0.434,1
Ask Seek Knock,32,0,0,0,0,0.367,1
One Way - Live,32,0,0,0,0,0.305,1
Superhero,32,0,0,0,0,0.9,1
Choose 2 Love,32,0,0,1,0,0.555,1
My Fire,32,0,0,0,0,0.206,1
Remembrance - Instrumental Version,32,0,0,0,0,0.188,1
Depths - Live,32,0,0,0,0,0.136,1
A Far-Off Hope,32,0,1,0,0,0.202,1
For You,32,0,0,0,0,0.321,1
Million Miles,32,0,0,0,0,0.135,1
Revelator,32,0,0,0,0,0.18,1
All Creatures,32,0,0,0,0,0.134,1
Creation Song,32,0,0,0,0,0.167,1
Soldier,32,0,0,0,0,0.252,1
Can't Deny Your Love,32,0,0,1,0,0.335,1
In Your Hands,32,0,0,0,0,0.835,1
Wishful Thinking,32,0,0,0,0,0.433,1
Alright,32,0,0,0,0,0.246,1
Faithful,32,1,0,0,0,0.11,1
Do It Again,32,0,0,0,0,0.216,1
So Will I (100 Billion X),32,0,0,0,0,0.175,1
Good Good Father,32,0,0,0,0,0.174,1
No Longer Slaves,32,0,0,0,0,0.239,1
Your Love Never Fails,32,0,0,1,0,0.151,1
Better Is One Day,32,0,0,0,0,0.1,1
Selah (Instrumental) [feat. Nathan Prior],32,0,0,0,0,0.0995,1
Your Love Is Life (Live),32,0,0,1,0,0.145,1
Into the Deep (Reprise) [Live],32,0,0,0,0,0.225,1
Devoted,32,0,0,0,0,0.225,1
You Reign,32,0,0,0,0,0.242,1
Someone to Talk To,32,0,0,0,0,0.267,1
Reaching,32,0,0,0,0,0.266,1
Stars in the Night,32,0,0,0,0,0.264,1
Cathedrals,32,0,0,0,0,0.114,1
Forgive Me,32,0,0,0,0,0.3,1
Strangers Here,32,0,0,0,0,0.413,1
Only the Son (Yeshua),32,0,0,0,0,0.37,1
This I Know,32,0,0,0,0,0.539,1
More Than Enough,32,0,0,0,0,0.195,1
Since Your Love (Live),32,0,0,1,0,0.671,1
Rest Upon Us (Live),32,0,0,0,0,0.164,1
Found,32,0,0,0,0,0.196,1
Praise Is Befitting (Live),32,0,0,0,0,0.109,1
In the Quiet (Live),32,0,0,0,0,0.61,1
To the Very End,32,0,0,0,0,0.188,1
Just Be Held - Live,32,0,0,0,0,0.491,1
At Calvary,32,0,0,0,0,0.133,1
Praise You In This Storm (Acoustic),32,0,0,0,0,0.746,1
Sweet Hour of Prayer,32,0,0,0,0,0.295,1
Beulah Land,32,0,0,0,0,0.28,1
Heroes,32,0,0,0,0,0.229,1
East To West - acoustic,32,0,0,0,0,0.131,1
Who Am I - Acoustic,32,0,0,0,0,0.555,1
Spirit Wind,32,0,0,0,0,0.206,1
And Now My Lifesong Sings,32,0,0,0,0,0.188,1
Danger in the Jungle,32,0,0,0,0,0.136,1
Trackless Sea,32,0,0,0,0,0.202,1
How Great Thou Art,32,0,0,0,0,0.321,1
When I Survey The Wondrous Cross,32,0,0,0,0,0.94,1
This Is What We Live For,32,0,0,0,0,0.349,1
All Things New,32,0,0,0,0,0.151,1
Let It Rise,32,0,0,0,0,0.1,1
Audience of One,32,0,0,0,0,0.0995,1
Hello,32,0,0,0,0,0.145,1
Deliverer,32,0,0,0,0,0.225,1
It Is Well With My Soul,32,0,0,0,0,0.225,1
I Wonder as I Wander,32,0,0,0,0,0.214,1
Help My Unbelief,32,0,0,0,0,0.354,1
Faithful,32,1,0,0,0,0.16,1
Do It Again,32,0,0,0,0,0.192,1
So Will I (100 Billion X),32,0,0,0,0,0.22,1
Good Good Father,32,0,0,0,0,0.173,1
No Longer Slaves,32,0,0,0,0,0.23,1
Your Love Never Fails,32,0,0,1,0,0.168,1
Rend Co. Kids Theme Song,32,0,0,0,0,0.498,1
Come On My Soul,32,0,0,0,0,0.179,1
Since Your Love (Live),32,0,0,1,0,0.64,1
Rest Upon Us (Live),32,0,0,0,0,0.446,1
Found,32,0,0,0,0,0.106,1
Praise Is Befitting (Live),32,0,0,0,0,0.692,1
In the Quiet (Live),32,0,0,0,0,0.597,1
To the Very End,32,0,0,0,0,0.0756,1
Last Word,32,0,0,0,0,0.184,1
Great and Mighty King,32,0,0,0,0,0.243,1
For The Honor,32,0,0,0,0,0.162,1
Silent Night,32,0,0,0,0,0.118,1
Go Instrumental,32,0,0,0,0,0.149,1
Songs in the Night,32,0,0,0,0,0.203,1
Rivers - Live,32,0,0,0,0,0.0931,1
I Want Jesus - Live,32,0,0,0,0,0.131,1
You Call Me Beautiful - Live In Melbourne,32,0,0,0,0,0.39,1
Passion - Live In Melbourne,32,0,0,0,0,0.075,1
Sings My Soul - Live,32,0,0,0,0,0.0853,1
This Is the Day,32,0,0,0,0,0.109,1
My Heart Is Alive - Live,32,0,0,0,0,0.207,1
Kiss Towards - Live,32,0,0,0,0,0.314,1
This Is The Day - Live,32,0,0,0,0,0.394,1
Dancing On Top of the World,32,0,0,0,0,0.277,1
Nothing Like Your Love - Live/Acoustic Version,32,0,0,1,0,0.276,1
Arise,32,0,0,0,0,0.238,1
Mountain,32,0,0,0,0,0.264,1
Mighty To Save - Live,32,0,0,0,0,0.157,1
Take It All - Live,32,0,0,0,0,0.0399,1
You,32,0,0,0,0,0.253,1
Yours Forever,32,0,0,0,0,0.382,1
Construir Mi Vida,32,0,0,0,0,0.364,1
Good Good Father,32,0,0,0,0,0.264,1
You Came To My Rescue - Live,32,0,0,0,0,0.703,1
Come To The Water - Live,32,0,0,0,0,0.362,1
You Revive Me - Live,32,0,0,0,0,0.0324,1
Forever Reign - Live,32,0,0,0,0,0.5,1
Healing Is In Your Hands - Live,32,0,0,0,0,0.299,1
Let Go - Stripped Back,32,0,0,0,0,0.272,1
How Deep Is The Love - Reimagined,32,0,0,1,0,0.562,1
